Epoch 1 Loss 0.027 time 12.89
Epoch 2 Loss 0.010 time 11.92
Epoch 3 Loss 0.008 time 12.50
Epoch 4 Loss 0.007 time 11.88
Epoch 5 Loss 0.006 time 12.73
Epoch 6 Loss 0.005 time 13.00
Epoch 7 Loss 0.005 time 12.24
Epoch 8 Loss 0.005 time 12.84
Epoch 9 Loss 0.006 time 13.40
Epoch 10 Loss 0.006 time 13.15
Epoch 11 Loss 0.007 time 12.13
Epoch 12 Loss 0.008 time 12.72
Epoch 13 Loss 0.008 time 12.04
Epoch 14 Loss 0.009 time 12.67
Epoch 15 Loss 0.009 time 12.76
Epoch 16 Loss 0.010 time 12.22
Epoch 17 Loss 0.010 time 12.44
Epoch 18 Loss 0.011 time 12.30
Epoch 19 Loss 0.011 time 12.03
Epoch 20 Loss 0.012 time 11.72
Epoch 21 Loss 0.012 time 12.56
Epoch 22 Loss 0.012 time 12.00
Epoch 23 Loss 0.013 time 13.65
Epoch 24 Loss 0.013 time 12.85
Epoch 25 Loss 0.014 time 12.60
Epoch 26 Loss 0.014 time 12.41
Epoch 27 Loss 0.014 time 12.70
Epoch 28 Loss 0.015 time 12.00
Epoch 29 Loss 0.015 time 12.35
Epoch 30 Loss 0.015 time 12.68
Epoch 31 Loss 0.016 time 12.60
Epoch 32 Loss 0.016 time 12.25
Epoch 33 Loss 0.016 time 12.70
Epoch 34 Loss 0.016 time 12.64
Epoch 35 Loss 0.017 time 12.60
Epoch 36 Loss 0.017 time 12.20
Epoch 37 Loss 0.017 time 12.43
Epoch 38 Loss 0.018 time 12.40
Epoch 39 Loss 0.018 time 11.80
Epoch 40 Loss 0.018 time 13.34
Epoch 41 Loss 0.018 time 11.85
Epoch 42 Loss 0.019 time 12.43
Epoch 43 Loss 0.019 time 13.10
Epoch 44 Loss 0.019 time 12.40
Epoch 45 Loss 0.019 time 13.52
Epoch 46 Loss 0.020 time 12.76
Epoch 47 Loss 0.020 time 12.74
Epoch 48 Loss 0.020 time 12.40
Epoch 49 Loss 0.020 time 12.81
Epoch 50 Loss 0.021 time 12.52
Epoch 51 Loss 0.021 time 13.36
Epoch 52 Loss 0.021 time 12.22
Epoch 53 Loss 0.021 time 12.25
Epoch 54 Loss 0.022 time 12.26
Epoch 55 Loss 0.022 time 12.47
Epoch 56 Loss 0.022 time 12.29
Epoch 57 Loss 0.022 time 13.07
Epoch 58 Loss 0.022 time 12.54
Epoch 59 Loss 0.023 time 12.25
Epoch 60 Loss 0.023 time 12.28
Epoch 61 Loss 0.023 time 12.67
Epoch 62 Loss 0.023 time 12.62
Epoch 63 Loss 0.023 time 12.43
Epoch 64 Loss 0.024 time 12.34
Epoch 65 Loss 0.024 time 12.24
Epoch 66 Loss 0.024 time 11.98
Epoch 67 Loss 0.024 time 13.05
Epoch 68 Loss 0.025 time 12.89
Epoch 69 Loss 0.025 time 12.64
Epoch 70 Loss 0.025 time 12.05
Epoch 71 Loss 0.025 time 12.19
Epoch 72 Loss 0.025 time 12.92
Epoch 73 Loss 0.025 time 12.21
Epoch 74 Loss 0.026 time 12.32
Epoch 75 Loss 0.026 time 12.39
Epoch 76 Loss 0.026 time 12.59
Epoch 77 Loss 0.026 time 12.24
Epoch 78 Loss 0.026 time 12.78
Epoch 79 Loss 0.026 time 11.63
Epoch 80 Loss 0.027 time 13.00
Epoch 81 Loss 0.027 time 12.67
Epoch 82 Loss 0.027 time 12.61
Epoch 83 Loss 0.027 time 12.52
Epoch 84 Loss 0.027 time 12.43
Epoch 85 Loss 0.028 time 12.00
Epoch 86 Loss 0.028 time 12.68
Epoch 87 Loss 0.028 time 12.56
Epoch 88 Loss 0.028 time 12.51
Epoch 89 Loss 0.028 time 12.37
Epoch 90 Loss 0.028 time 12.31
Epoch 91 Loss 0.029 time 12.26
Epoch 92 Loss 0.029 time 12.17
Epoch 93 Loss 0.029 time 12.42
Epoch 94 Loss 0.029 time 12.53
Epoch 95 Loss 0.029 time 11.91
Epoch 96 Loss 0.029 time 12.73
Epoch 97 Loss 0.030 time 11.71
Epoch 98 Loss 0.030 time 12.28
Epoch 99 Loss 0.030 time 12.25
Epoch 100 Loss 0.030 time 12.68
