Epoch 1 Loss 0.910 time 185.55
Epoch 2 Loss 0.779 time 183.95
Epoch 3 Loss 0.727 time 182.60
Epoch 4 Loss 0.708 time 182.45
Epoch 5 Loss 0.682 time 179.15
Epoch 6 Loss 0.674 time 180.76
Epoch 7 Loss 0.657 time 188.62
Epoch 8 Loss 0.653 time 187.67
Epoch 9 Loss 0.650 time 186.11
Epoch 10 Loss 0.649 time 186.80
Epoch 11 Loss 0.643 time 185.43
Epoch 12 Loss 0.638 time 186.64
Epoch 13 Loss 0.636 time 183.41
Epoch 14 Loss 0.627 time 185.06
Epoch 15 Loss 0.628 time 187.68
Epoch 16 Loss 0.628 time 185.67
Epoch 17 Loss 0.625 time 184.76
Epoch 18 Loss 0.631 time 183.34
Epoch 19 Loss 0.625 time 187.44
Epoch 20 Loss 0.621 time 181.73
Epoch 21 Loss 0.616 time 187.28
Epoch 22 Loss 0.617 time 186.89
Epoch 23 Loss 0.618 time 183.91
Epoch 24 Loss 0.611 time 185.95
Epoch 25 Loss 0.610 time 191.59
Epoch 26 Loss 0.612 time 186.95
Epoch 27 Loss 0.609 time 185.28
Epoch 28 Loss 0.612 time 184.83
Epoch 29 Loss 0.608 time 186.76
Epoch 30 Loss 0.610 time 183.21
Epoch 31 Loss 0.607 time 182.03
Epoch 32 Loss 0.609 time 185.95
Epoch 33 Loss 0.611 time 191.73
Epoch 34 Loss 0.611 time 186.98
Epoch 35 Loss 0.614 time 186.39
Epoch 36 Loss 0.610 time 185.31
Epoch 37 Loss 0.604 time 187.82
Epoch 38 Loss 0.603 time 187.04
Epoch 39 Loss 0.609 time 184.62
Epoch 40 Loss 0.602 time 188.30
Epoch 41 Loss 0.604 time 191.83
Epoch 42 Loss 0.602 time 186.34
Epoch 43 Loss 0.604 time 185.08
Epoch 44 Loss 0.602 time 186.18
Epoch 45 Loss 0.603 time 187.41
Epoch 46 Loss 0.601 time 185.69
Epoch 47 Loss 0.600 time 186.36
Epoch 48 Loss 0.601 time 185.30
Epoch 49 Loss 0.604 time 181.89
Epoch 50 Loss 0.601 time 186.31
Epoch 51 Loss 0.602 time 187.73
Epoch 52 Loss 0.600 time 182.89
Epoch 53 Loss 0.599 time 190.44
Epoch 54 Loss 0.599 time 185.55
Epoch 55 Loss 0.598 time 187.05
Epoch 56 Loss 0.594 time 181.71
Epoch 57 Loss 0.600 time 188.79
Epoch 58 Loss 0.595 time 189.86
Epoch 59 Loss 0.597 time 188.03
Epoch 60 Loss 0.598 time 184.57
Epoch 61 Loss 0.600 time 185.55
Epoch 62 Loss 0.600 time 191.11
Epoch 63 Loss 0.593 time 188.75
Epoch 64 Loss 0.599 time 187.28
Epoch 65 Loss 0.599 time 188.39
Epoch 66 Loss 0.591 time 183.59
Epoch 67 Loss 0.595 time 183.02
Epoch 68 Loss 0.600 time 185.82
Epoch 69 Loss 0.595 time 188.41
Epoch 70 Loss 0.601 time 189.49
Epoch 71 Loss 0.593 time 186.53
Epoch 72 Loss 0.592 time 182.05
Epoch 73 Loss 0.594 time 183.38
Epoch 74 Loss 0.591 time 189.09
Epoch 75 Loss 0.587 time 186.29
Epoch 76 Loss 0.591 time 186.33
Epoch 77 Loss 0.591 time 187.65
Epoch 78 Loss 0.593 time 190.30
Epoch 79 Loss 0.591 time 184.96
Epoch 80 Loss 0.596 time 186.57
Epoch 81 Loss 0.588 time 181.51
Epoch 82 Loss 0.588 time 193.41
Epoch 83 Loss 0.591 time 189.94
Epoch 84 Loss 0.592 time 189.24
Epoch 85 Loss 0.589 time 193.00
Epoch 86 Loss 0.594 time 187.51
Epoch 87 Loss 0.594 time 190.00
Epoch 88 Loss 0.596 time 193.62
Epoch 89 Loss 0.591 time 191.38
Epoch 90 Loss 0.588 time 189.54
Epoch 91 Loss 0.595 time 190.07
Epoch 92 Loss 0.588 time 190.02
Epoch 93 Loss 0.592 time 192.01
Epoch 94 Loss 0.592 time 186.77
Epoch 95 Loss 0.589 time 190.42
Epoch 96 Loss 0.592 time 188.01
Epoch 97 Loss 0.588 time 188.83
Epoch 98 Loss 0.595 time 190.20
Epoch 99 Loss 0.587 time 186.79
Epoch 100 Loss 0.594 time 192.38
